0.0047,0.0376,-2.4191,0.0202
-0.0259,0.0275,4.8239,0.0112
0.0381,0.0477,-2.8419,0.0130
0.0249,0.0433,0.1376,0.0087
-0.0336,0.0443,0.7807,0.0131
0.0150,0.0548,-2.6306,0.0088
-0.0046,0.0288,0.9139,0.0209
0.0139,0.0262,-6.6544,0.0179
0.0151,0.0221,0.5857,0.0225
0.0112,0.0572,2.7936,0.0204
-0.0199,0.0407,2.6342,0.0266
-0.0263,0.0376,-2.8875,0.0089
0.0171,0.0523,-2.9837,0.0134
0.0290,0.0602,2.5230,0.0231
0.0182,0.0813,1.8006,0.0085
0.0457,0.0949,4.2067,0.0106
0.0113,0.0552,0.2083,0.0247
-0.0416,0.0604,4.3679,0.0381
0.0411,0.0707,-2.6987,0.0338
-0.0058,0.0588,0.4305,0.0397
-0.0181,0.0280,-5.7947,0.0130
0.0281,0.0336,-2.8502,0.0092
-0.0159,0.0353,0.2563,0.0116
0.0214,0.0206,-2.2962,0.0151
-0.0074,0.0319,0.4905,0.0124
-0.0131,0.0249,-4.3500,0.0103
0.0090,0.0269,-3.0562,0.0096
-0.0024,0.0197,1.1833,0.0101
0.0318,0.0195,-9.1534,0.0167
-0.0027,0.0354,0.1122,0.0149
0.0109,0.0189,-7.9147,0.0221
-0.0008,0.0163,0.4932,0.0112
0.0632,0.0173,-23.9474,0.0079
0.0377,0.0696,0.1019,0.0134
0.0221,0.0481,0.2769,0.0090
0.0265,0.0391,0.7674,0.0142
0.0011,0.0537,1.0261,0.0186
0.0015,0.0354,30.4541,0.0170
-0.0366,0.0247,15.1004,0.0308
-0.0023,0.0615,-2.6799,0.0283
-0.0002,0.0182,-8.8040,0.0259
-0.0028,0.0176,-80.5049,0.0140
-0.0275,0.0159,-6.6681,0.0101
-0.0245,0.0335,-2.2185,0.0088
0.0183,0.0285,-2.1634,0.0151
0.0224,0.0351,0.9178,0.0121
-0.0217,0.0326,0.4585,0.0165
0.0264,0.0446,-3.0538,0.0165
-0.0095,0.0313,0.1844,0.0131
0.0094,0.0187,-2.9761,0.0146
-0.0030,0.0161,0.7163,0.0208
0.0031,0.0138,-5.5872,0.0122
0.0144,0.0127,3.0481,0.0181
-0.0228,0.0200,0.3866,0.0180
0.0005,0.0265,-2.1658,0.0140
0.0118,0.0295,61.4177,0.0210
0.0174,0.0162,0.3707,0.0171
0.0091,0.0231,0.3240,0.0170
0.0080,0.0204,1.2360,0.0151
0.0081,0.0231,1.8733,0.0144
-0.0213,0.0132,0.6313,0.0167
-0.0074,0.0332,-2.5567,0.0220
-0.0147,0.0162,-3.1908,0.0202
0.0022,0.0195,-2.3265,0.0363
0.0070,0.0348,14.4781,0.0362
0.0109,0.0246,2.5027,0.0397
0.0094,0.0183,0.6712,0.0311
0.0022,0.0134,0.4219,0.0315
0.0042,0.0114,4.2163,0.0301
-0.0068,0.0109,1.5823,0.0269
0.0157,0.0232,-4.4183,0.0338
0.0095,0.0211,0.3385,0.0375
0.0282,0.0171,0.7879,0.0545
0.0009,0.0401,0.4202,0.0667
-0.0175,0.0363,38.2212,0.0449
-0.0216,0.0519,-3.9677,0.0475
0.0182,0.0454,-3.1023,0.0647
-0.0018,0.0301,0.6493,0.0615
-0.0025,0.0168,-10.3024,0.0710
0.0026,0.0088,-4.5552,0.0770
-0.0011,0.0089,2.3759,0.0726
0.0109,0.0143,-13.5176,0.0852
0.0141,0.0171,0.5689,0.0692
-0.0164,0.0239,0.6950,0.0419
0.0055,0.0270,-2.6447,0.0528
-0.0296,0.0161,1.9335,0.0452
-0.0036,0.0341,-2.1506,0.0286
0.0275,0.0248,-7.9283,0.0271
0.0438,0.0352,0.2827,0.0317
-0.0075,0.0511,0.1681,0.0517
0.0416,0.0290,-4.8904,0.0490
-0.0191,0.0443,0.0640,0.0356
0.0194,0.0260,-2.3615,0.0391
0.0214,0.0237,0.2229,0.0234
0.0026,0.0385,0.7989,0.0396
-0.0452,0.0248,8.6238,0.0139
-0.0016,0.0849,-2.8761,0.0096
-0.0232,0.0574,-36.4760,0.0142
0.0097,0.0406,-2.7541,0.0043
-0.0156,0.0383,2.9449,0.0058
0.0655,0.0251,-2.6064,0.0043
-0.0291,0.0691,0.0544,0.0073
-0.0080,0.0417,-2.4316,0.0035
-0.0361,0.0271,-4.3774,0.0068
0.0269,0.0414,-2.1481,0.0104
-0.0022,0.0490,0.8195,0.0058
-0.0177,0.0269,-13.1104,0.0041
0.0008,0.0266,-2.5078,0.0072
0.0126,0.0140,15.6887,0.0080
-0.0245,0.0289,1.2967,0.0101
-0.0216,0.0295,-2.2080,0.0206
0.0121,0.0252,-2.1658,0.0132
0.0195,0.0213,0.7552,0.0066
0.0096,0.0274,0.4086,0.0100
-0.0175,0.0257,1.6776,0.0075
-0.0070,0.0311,-2.7708,0.0155
-0.0104,0.0224,-4.2049,0.0075
0.0175,0.0277,-3.6505,0.0053
-0.0069,0.0235,0.3453,0.0040
-0.0095,0.0196,-3.8457,0.0033
0.0029,0.0183,-2.9310,0.0043
0.0313,0.0129,3.3908,0.0055
-0.0129,0.0355,0.1362,0.0052
0.0140,0.0181,-2.4084,0.0060
-0.0031,0.0229,0.6447,0.0067
-0.0008,0.0118,-4.7947,0.0036
0.0156,0.0371,-46.6367,0.0094
0.0271,0.0274,0.7553,0.0038
-0.0145,0.0320,0.1811,0.0100
-0.0062,0.0217,-2.4985,0.0074
0.0123,0.0137,-3.2109,0.0070
0.0027,0.0264,1.1444,0.0061
-0.0044,0.0134,3.9130,0.0075
-0.0336,0.0185,-5.2161,0.0042
-0.0070,0.0532,-2.5847,0.0040
0.0019,0.0815,-12.5642,0.0018
0.0205,0.0384,19.6932,0.0017
-0.0399,0.0369,0.8010,0.0030
-0.0288,0.0542,-2.3575,0.0041
-0.0221,0.0416,-2.4422,0.0023
0.0064,0.0288,-2.3061,0.0023
-0.0320,0.0211,2.3100,0.0044
-0.0002,0.0356,-2.1099,0.0083
-0.0253,0.0189,-110.3802,0.0120
0.0186,0.0436,-2.7215,0.0034
0.0314,0.0313,0.6861,0.0051
-0.0386,0.0441,0.4061,0.0043
0.0141,0.0431,-2.1165,0.0051
0.0132,0.0350,1.4833,0.0050
0.0080,0.0336,1.5463,0.0054
-0.0096,0.0184,1.2964,0.0080
0.0024,0.0175,-2.8263,0.0107
0.0041,0.0251,9.3938,0.0035
-0.0091,0.0162,2.9216,0.0034
0.0170,0.0231,-3.5428,0.0037
-0.0205,0.0196,0.1559,0.0053
0.0194,0.0291,-2.4145,0.0044
-0.0107,0.0216,0.1140,0.0050
0.0239,0.0181,-2.6928,0.0088
0.0278,0.0284,0.1893,0.0045
-0.0070,0.0468,0.6850,0.0039
-0.0242,0.0197,-3.7980,0.0051
0.0142,0.0362,-2.4993,0.0048
-0.0269,0.0230,0.6269,0.0062
-0.0280,0.0713,-3.6476,0.0058
-0.0016,0.0413,-2.4747,0.0041
-0.0086,0.0230,-15.0398,0.0063
-0.0042,0.0230,-3.6807,0.0057
0.0042,0.0241,-6.7022,0.0040
0.0026,0.0205,3.8754,0.0038
