2020-06-12,2061993,114613
2020-06-13,2087327,115305
2020-06-14,2106457,115621
2020-06-15,2126574,116069
2020-06-16,2151459,116838
2020-06-17,2177114,117591
2020-06-18,2205173,118317
2020-06-19,2236009,119024
2020-06-20,2268034,119570
2020-06-21,2294413,119825
2020-06-22,2324879,120185
2020-06-23,2359939,121018
2020-06-24,2396928,121785
2020-06-25,2438101,124249
2020-06-26,2483629,124882
2020-06-27,2525928,125392
2020-06-28,2565436,125662
2020-06-29,2604932,126009
2020-06-30,2653321,127309
2020-07-01,2703296,127951
2020-07-02,2758855,128674
2020-07-03,2816009,129264
2020-07-04,2866015,129524
2020-07-05,2910782,129786
2020-07-06,2958098,130177
2020-07-07,3012182,131133
2020-07-08,3071637,132079
2020-07-09,3131526,132920
2020-07-10,3199753,133748
2020-07-11,3260474,134415
2020-07-12,3318279,134810
2020-07-13,3379846,135235
2020-07-14,3445448,136187
2020-07-15,3513790,137156
2020-07-16,3589477,138113
2020-07-17,3660400,139009
2020-07-18,3722851,139783
2020-07-19,3785126,140195
2020-07-20,3845014,140724
2020-07-21,3910291,141851
2020-07-22,3980030,142982
2020-07-23,4050036,144095
2020-07-24,4123561,145238
2020-07-25,4190337,146112
2020-07-26,4244554,146552
2020-07-27,4303735,148248
2020-07-28,4366851,149567
2020-07-29,4433633,150961
2020-07-30,4502581,152219
2020-07-31,4571669,153643
2020-08-01,4628497,154692
2020-08-02,4679291,155107
2020-08-03,4726775,155715
2020-08-04,4780324,157064
2020-08-05,4834047,158308
2020-08-06,4891561,159367
2020-08-07,4952718,160716
2020-08-08,5007958,161673
2020-08-09,5056438,162207
2020-08-10,5103611,162744
2020-08-11,5156968,164187
2020-08-12,5211246,165657
2020-08-13,5265307,166859
2020-08-14,5324784,168024
2020-08-15,5375527,169071
2020-08-16,5417664,169580
2020-08-17,5455187,170114
2020-08-18,5498420,171452
2020-08-19,5541433,172737
2020-08-20,5587475,173769
2020-08-21,5636491,174923
2020-08-22,5681517,175866
2020-08-23,5713850,176303
2020-08-24,5754254,176807
2020-08-25,5793385,178015
2020-08-26,5838532,179199
2020-08-27,5884366,180317
2020-08-28,5930930,181315
2020-08-29,5975540,182182
2020-08-30,6008970,182550
2020-08-31,6045455,183038
2020-09-01,6089504,184128
2020-09-02,6121948,185196
2020-09-03,6168342,186269
2020-09-04,6220446,187242
2020-09-05,6262700,187945
2020-09-06,6292699,188343
2020-09-07,6317865,188606
2020-09-08,6346806,189059
2020-09-09,6380138,190216
2020-09-10,6418198,191119
2020-09-11,6465766,192335
2020-09-12,6504870,193024
2020-09-13,6538213,193419
2020-09-14,6575100,193866
2020-09-15,6614317,195138
2020-09-16,6653585,196116
2020-09-17,6698895,196947
2020-09-18,6747782,197885
2020-09-19,6789593,198549
2020-09-20,6825949,198759
2020-09-21,6880899,199188
2020-09-22,6918290,200125
2020-09-23,6959841,201211
2020-09-24,7005043,202086
2020-09-25,7059624,202931
2020-09-26,7102321,203693
2020-09-27,7139619,203958
2020-09-28,7176979,204304
2020-09-29,7220676,205224
2020-09-30,7262734,206191
2020-10-01,7309152,207034
2020-10-02,7362732,207891
2020-10-03,7410511,208592
2020-10-04,7445574,208920
2020-10-05,7507956,209340
2020-10-06,7550841,210060
2020-10-07,7603856,211047
2020-10-08,7660231,211965
2020-10-09,7719190,212875
2020-10-10,7770838,213459
2020-10-11,7815621,213876
2020-10-12,7863637,214222
2020-10-13,7917996,215045
2020-10-14,7977889,216050
2020-10-15,8043229,216842
2020-10-16,8113706,217718
2020-10-17,8166467,218393
2020-10-18,8214349,218775
2020-10-19,8279780,219290
2020-10-20,8340387,220218
2020-10-21,8404616,221421
2020-10-22,8479704,222240
2020-10-23,8564812,223157
2020-10-24,8643568,224027
2020-10-25,8703280,224359
2020-10-26,8777723,224894
2020-10-27,8852176,225873
2020-10-28,8934078,226884
2020-10-29,9024844,227887
2020-10-30,9124628,228852
2020-10-31,9208926,229688
2020-11-01,9283162,230105
2020-11-02,9376821,230638
2020-11-03,9469433,231765
2020-11-04,9577346,233373
2020-11-05,9698875,234476
2020-11-06,9831722,235715
2020-11-07,9957654,236722
2020-11-08,10060980,237176
2020-11-09,10191315,237911
2020-11-10,10330995,239369
2020-11-11,10474016,240788
2020-11-12,10637418,241952
2020-11-13,10825255,243570
2020-11-14,10977735,244539
2020-11-15,11112922,245148
